OTU.ID,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU676,Fungi,Ascomycota,Pezizomycetes,Pezizales,NA,NA,NA
OTU677,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU678,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU679,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Keissleriella,NA
OTU680,Fungi,NA,NA,NA,NA,NA,NA
OTU681,Fungi,NA,NA,NA,NA,NA,NA
OTU682,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU683,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU684,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU685,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU686,Fungi,NA,NA,NA,NA,NA,NA
OTU687,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,NA,NA,NA
OTU688,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU689,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU690,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Cryptococcus,NA
OTU691,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU692,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,NA,NA
OTU693,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma,Phoma herbarum
OTU694,Fungi,Basidiomycota,Agaricomycetes,Russulales,NA,NA,NA
OTU695,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU696,Fungi,NA,NA,NA,NA,NA,NA
OTU697,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU698,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU699,Fungi,Calcarisporiellomycota,Calcarisporiellomycetes,Calcarisporiellales,NA,NA,NA
OTU700,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU701,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA
OTU702,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU703,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,NA,NA
OTU704,Fungi,NA,NA,NA,NA,NA,NA
OTU705,Fungi,Ascomycota,Eurotiomycetes,NA,NA,NA,NA
OTU706,Fungi,Ascomycota,Eurotiomycetes,Onygenales,NA,NA,NA
OTU707,Fungi,Basidiomycota,Agaricomycetes,Boletales,Coniophoraceae,Coniophora,NA
OTU708,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Aplosporellaceae,Aplosporella,Aplosporella africana
OTU709,Fungi,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,NA,NA,NA
OTU710,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Curvularia nicotiae
OTU711,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,NA,NA,NA
OTU712,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU713,Fungi,Mucoromycota,Mucoromycetes,Mucorales,NA,NA,NA
OTU714,Fungi,Ascomycota,Eurotiomycetes,NA,NA,NA,NA
OTU715,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,NA
OTU716,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU717,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,NA,NA,NA
OTU718,Fungi,Basidiomycota,Tremellomycetes,Tremellales,NA,NA,NA
OTU719,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,NA
OTU720,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA
OTU721,Fungi,NA,NA,NA,NA,NA,NA
OTU723,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU724,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,NA,NA,NA
OTU725,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU726,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,Erysiphe cruciferarum
OTU727,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU728,Fungi,Ascomycota,Sordariomycetes,Xylariales,NA,NA,NA
OTU730,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Piloderma,NA
OTU731,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Subramaniula,NA
OTU732,Fungi,Neocallimastigomycota,Neocallimastigomycetes,Neocallimastigales,NA,NA,NA
OTU733,Fungi,Ascomycota,Sordariomycetes,Xylariales,NA,NA,NA
OTU734,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Thelebolaceae,Thelebolus,Thelebolus ellipsoideus
OTU735,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU736,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,NA
OTU737,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,NA,NA,NA
OTU738,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU739,Fungi,NA,NA,NA,NA,NA,NA
OTU740,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU741,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycodaceae,Hanseniaspora,Hanseniaspora uvarum
OTU742,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU743,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,NA,NA,NA
OTU744,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU745,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU746,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,NA,NA,NA
OTU747,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU748,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,Hyalodendriella,Hyalodendriella betulae
OTU749,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU750,Fungi,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,NA,NA,NA
OTU751,Fungi,Ascomycota,Eurotiomycetes,Onygenales,NA,NA,NA
OTU752,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,NA,NA,NA
OTU753,Fungi,NA,NA,NA,NA,NA,NA
OTU754,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,NA,NA,NA
OTU755,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,NA
OTU756,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,NA,NA
OTU757,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,NA,NA,NA
OTU758,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium succineum
OTU759,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,NA,NA,NA
OTU760,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,NA,NA,NA
OTU761,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,NA,NA,NA
OTU762,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU763,Fungi,Basidiomycota,NA,NA,NA,NA,NA
OTU764,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,NA
OTU765,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU766,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU767,Fungi,Basidiomycota,Agaricomycetes,Polyporales,NA,NA,NA
OTU768,Fungi,Basidiomycota,Agaricomycetes,Polyporales,NA,NA,NA
OTU769,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,NA,NA,NA
OTU770,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Benjaminiella,Benjaminiella poitrasii
OTU771,Fungi,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,Physcia,NA
OTU772,Fungi,NA,NA,NA,NA,NA,NA
OTU773,Fungi,NA,NA,NA,NA,NA,NA
OTU774,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
OTU775,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU776,Fungi,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Lecidea,Lecidea cancriformis
OTU777,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,NA,NA
OTU778,Fungi,Ascomycota,Dothideomycetes,Hysteriales,Hysteriaceae,Rhytidhysteron,Rhytidhysteron thailandicum
OTU779,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pyrenophora,Pyrenophora seminiperda
OTU780,Fungi,NA,NA,NA,NA,NA,NA
OTU781,Fungi,NA,NA,NA,NA,NA,NA
OTU782,Fungi,Olpidiomycota,NA,NA,NA,NA,NA
OTU783,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU784,Fungi,NA,NA,NA,NA,NA,NA
OTU785,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU786,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Curvularia affinis
OTU787,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,NA,NA
OTU788,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Cryptococcus,NA
OTU789,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU790,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,NA
OTU791,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,NA,NA
OTU792,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
OTU794,Fungi,Basidiomycota,Tremellomycetes,Tremellales,NA,NA,NA
OTU795,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU796,Fungi,Basidiomycota,NA,NA,NA,NA,NA
OTU797,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU798,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Allophoma,Allophoma labilis
OTU799,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,NA,NA,NA
OTU800,Fungi,Neocallimastigomycota,Neocallimastigomycetes,Neocallimastigales,NA,NA,NA
OTU801,Fungi,Ascomycota,Leotiomycetes,Thelebolales,NA,NA,NA
OTU802,Fungi,Ascomycota,Pezizomycetes,NA,NA,NA,NA
OTU803,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,NA,NA,NA
OTU804,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum gloeosporioides
OTU805,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU806,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU807,Fungi,NA,NA,NA,NA,NA,NA
OTU808,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU809,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU810,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU811,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,NA,NA
OTU812,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU813,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Neocamarosporium,NA
OTU814,Fungi,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,NA,NA,NA
OTU815,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Tulostoma,NA
OTU816,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU817,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Coniothyriaceae,Camarosporium,NA
OTU818,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Pseudopithomyces,Pseudopithomyces chartarum
OTU819,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU820,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,NA
OTU821,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU822,Fungi,Ascomycota,Pezizomycetes,Pezizales,NA,NA,NA
OTU823,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA
OTU824,Fungi,Ascomycota,Dothideomycetes,Dothideales,NA,NA,NA
OTU825,Fungi,Ascomycota,Pezizomycetes,Pezizales,NA,NA,NA
OTU826,Fungi,Ascomycota,Dothideomycetes,Venturiales,NA,NA,NA
OTU827,Fungi,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,NA,NA,NA
OTU828,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Trimorphomycetaceae,Saitozyma,Saitozyma podzolica
OTU829,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU830,Fungi,Basidiomycota,Cystobasidiomycetes,Erythrobasidiales,Erythrobasidiaceae,Erythrobasidium,NA
OTU831,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,NA,NA,NA
OTU832,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU833,Fungi,Ascomycota,Pezizomycetes,Pezizales,NA,NA,NA
OTU834,Fungi,NA,NA,NA,NA,NA,NA
OTU835,Fungi,NA,NA,NA,NA,NA,NA
OTU836,Fungi,NA,NA,NA,NA,NA,NA
OTU838,Fungi,NA,NA,NA,NA,NA,NA
OTU839,Fungi,Basidiomycota,Cystobasidiomycetes,Cyphobasidiales,NA,NA,NA
OTU840,Fungi,NA,NA,NA,NA,NA,NA
OTU841,Fungi,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,NA,NA,NA
OTU842,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,NA,NA,NA
OTU843,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,NA,NA,NA
OTU844,Fungi,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,NA,NA,NA
OTU845,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU846,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mycotyphaceae,Mycotypha,Mycotypha microspora
OTU847,Fungi,NA,NA,NA,NA,NA,NA
OTU848,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
OTU849,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudeurotium,Pseudeurotium desertorum
OTU850,Fungi,Mucoromycota,Mucoromycetes,Mucorales,NA,NA,NA
OTU851,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Setophoma,NA
OTU852,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
OTU853,Fungi,Basidiomycota,NA,NA,NA,NA,NA
OTU854,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU855,Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA
OTU856,Fungi,Ascomycota,Pezizomycetes,Pezizales,NA,NA,NA
OTU857,Fungi,Ascomycota,Sordariomycetes,Xylariales,Bartaliniaceae,Truncatella,Truncatella helichrysi
OTU858,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU859,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,NA,NA,NA
OTU860,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU861,Fungi,NA,NA,NA,NA,NA,NA
OTU862,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrophorus,NA
OTU863,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Hirsutella,Hirsutella strigosa
OTU864,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU865,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium chlamydosporum
OTU866,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU867,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
OTU868,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU869,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces cecidicola
OTU870,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU871,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,NA,NA,NA
OTU872,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Thanatephorus,Thanatephorus cucumeris
OTU873,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU874,Fungi,Ascomycota,Pezizomycetes,Pezizales,NA,NA,NA
OTU875,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU876,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Sporormia,Sporormia subticinensis
OTU877,Fungi,Mucoromycota,Mucoromycetes,Mucorales,NA,NA,NA
OTU878,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,NA
OTU879,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU880,Fungi,NA,NA,NA,NA,NA,NA
OTU881,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU882,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
OTU883,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU884,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU885,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,NA
OTU886,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU887,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU888,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,NA,NA,NA
OTU889,Fungi,Ascomycota,Pezizomycetes,Pezizales,NA,NA,NA
OTU890,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Coniolariella,Coniolariella ershadii
OTU891,Fungi,Basidiomycota,Agaricomycetes,Polyporales,NA,NA,NA
OTU892,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor mucedo
OTU893,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
OTU894,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU895,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU896,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
OTU897,Fungi,Mucoromycota,Mucoromycetes,Mucorales,NA,NA,NA
OTU899,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU900,Fungi,Basidiomycota,NA,NA,NA,NA,NA
OTU901,Fungi,Basidiomycota,Cystobasidiomycetes,Cystobasidiales,Cystobasidiaceae,Cystobasidium,NA
OTU902,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU903,Fungi,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,NA
OTU904,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium mareoticum
OTU905,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Stephanosporaceae,NA,NA
OTU906,Fungi,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,NA,NA,NA
OTU907,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU908,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Craterellus,Craterellus tubaeformis
OTU909,Fungi,NA,NA,NA,NA,NA,NA
OTU910,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,NA,NA
OTU911,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Hyphodermella,Hyphodermella rosae
OTU912,Fungi,Basidiomycota,Agaricomycetes,Boletales,Rhizopogonaceae,Rhizopogon,NA
OTU913,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU914,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,NA,NA,NA
OTU915,Fungi,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,NA
OTU916,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU917,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,NA,NA,NA
OTU918,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU919,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU920,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,NA
OTU921,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU922,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleraceae,Genolevuria,NA
OTU923,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma,NA
OTU924,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU925,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU927,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
OTU928,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA
OTU929,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Naganishia,Naganishia randhawae
OTU930,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA
OTU931,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
OTU932,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU933,Fungi,Ascomycota,Lecanoromycetes,NA,NA,NA,NA
OTU934,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU935,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU936,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU937,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU938,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,NA,NA,NA
OTU939,Fungi,NA,NA,NA,NA,NA,NA
OTU940,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU941,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU942,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Cryptococcus,NA
OTU943,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,NA,NA,NA
OTU944,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,NA,NA,NA
OTU945,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Friedmanniomyces,Friedmanniomyces endolithicus
OTU946,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus penicillioides
OTU947,Fungi,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,NA,NA,NA
OTU948,Fungi,Ascomycota,Dothideomycetes,Dothideales,Dothideaceae,Cylindroseptoria,Cylindroseptoria ceratoniae
OTU949,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,NA,NA
OTU950,Fungi,NA,NA,NA,NA,NA,NA
OTU951,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU952,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Didymella,Didymella rhei
OTU953,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA
OTU954,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU955,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,NA
OTU956,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU957,Fungi,Basidiomycota,Cystobasidiomycetes,NA,Symmetrosporaceae,Symmetrospora,Symmetrospora vermiculata
OTU958,Fungi,NA,NA,NA,NA,NA,NA
OTU959,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU960,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Trimorphomycetaceae,Saitozyma,NA
OTU961,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcosomataceae,NA,NA
OTU962,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
OTU963,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,NA
OTU964,Fungi,Ascomycota,Pezizomycetes,Pezizales,NA,NA,NA
OTU965,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU966,Fungi,Basidiomycota,Agaricomycetes,Boletales,NA,NA,NA
OTU967,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,Sarcinomyces,NA
OTU968,Fungi,NA,NA,NA,NA,NA,NA
OTU969,Fungi,Basidiomycota,Tremellomycetes,Tremellales,NA,NA,NA
OTU970,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU971,Fungi,Mucoromycota,Mucoromycetes,Mucorales,NA,NA,NA
OTU972,Fungi,NA,NA,NA,NA,NA,NA
OTU973,Fungi,NA,NA,NA,NA,NA,NA
OTU974,Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA
OTU975,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU976,Fungi,Neocallimastigomycota,Neocallimastigomycetes,Neocallimastigales,NA,NA,NA
OTU977,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,NA
OTU978,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU979,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,NA,NA,NA
OTU980,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU981,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium murcianum
OTU982,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,NA
OTU983,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Pseudopithomyces,Pseudopithomyces chartarum
OTU984,Fungi,Ascomycota,Eurotiomycetes,Onygenales,NA,NA,NA
OTU985,Fungi,NA,NA,NA,NA,NA,NA
OTU986,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Golovinomyces,Golovinomyces macrocarpus
OTU987,Fungi,Mucoromycota,Mucoromycetes,Mucorales,NA,NA,NA
OTU988,Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA
OTU989,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU990,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,NA,NA,NA
OTU991,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium seminis-citrulli
OTU992,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Blumeria,NA
OTU993,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU994,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
OTU995,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma,NA
OTU996,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,NA
OTU997,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,NA,NA,NA
OTU998,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Tetragoniomycetaceae,Cryptotrichosporon,Cryptotrichosporon anacardii
OTU999,Fungi,NA,NA,NA,NA,NA,NA
OTU1000,Fungi,Mucoromycota,Mucoromycetes,Mucorales,NA,NA,NA
OTU1001,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
