	OUT.ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU604	OTU604	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU605	OTU605	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU606	OTU606	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU607	OTU607	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	NA	NA	NA
OTU608	OTU608	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU609	OTU609	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU610	OTU610	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU611	OTU611	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU612	OTU612	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	NA	NA
OTU613	OTU613	Fungi	Ascomycota	Dothideomycetes	Venturiales	NA	NA	NA
OTU614	OTU614	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU615	OTU615	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU616	OTU616	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU617	OTU617	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	NA
OTU618	OTU618	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA
OTU619	OTU619	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU620	OTU620	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	NA	NA
OTU621	OTU621	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	NA	NA	NA
OTU622	OTU622	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	NA
OTU623	OTU623	Fungi	NA	NA	NA	NA	NA	NA
OTU624	OTU624	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	NA	NA	NA
OTU625	OTU625	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU626	OTU626	Fungi	Ascomycota	Pezizomycetes	Pezizales	NA	NA	NA
OTU627	OTU627	Fungi	Ascomycota	Eurotiomycetes	Onygenales	NA	NA	NA
OTU628	OTU628	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU629	OTU629	Fungi	Glomeromycota	Glomeromycetes	Glomerales	NA	NA	NA
OTU630	OTU630	Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	NA	NA
OTU631	OTU631	Fungi	Ascomycota	Geoglossomycetes	Geoglossales	NA	NA	NA
OTU632	OTU632	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU633	OTU633	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU634	OTU634	Fungi	Ascomycota	Eurotiomycetes	Onygenales	NA	NA	NA
OTU635	OTU635	Fungi	NA	NA	NA	NA	NA	NA
OTU636	OTU636	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU637	OTU637	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	NA	NA	NA
OTU638	OTU638	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	NA	NA	NA
OTU639	OTU639	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU640	OTU640	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	NA	NA	NA
OTU641	OTU641	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Sclerostagonospora	NA
OTU642	OTU642	Fungi	NA	NA	NA	NA	NA	NA
OTU643	OTU643	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
OTU644	OTU644	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
OTU645	OTU645	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	NA	NA
OTU646	OTU646	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU647	OTU647	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU649	OTU649	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU650	OTU650	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Myrothecium	Myrothecium roridum
OTU651	OTU651	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU652	OTU652	Fungi	NA	NA	NA	NA	NA	NA
OTU653	OTU653	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU654	OTU654	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU655	OTU655	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU656	OTU656	Fungi	Ascomycota	Eurotiomycetes	Onygenales	NA	Chrysosporium	NA
OTU657	OTU657	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Pestalotiopsis	NA
OTU658	OTU658	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	NA	NA	NA
OTU659	OTU659	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	NA
OTU660	OTU660	Fungi	Ascomycota	Pneumocystidomycetes	Pneumocystidales	NA	NA	NA
OTU661	OTU661	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Acrophialophora	Acrophialophora levis
OTU662	OTU662	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	NA	NA	NA
OTU663	OTU663	Fungi	Mucoromycota	Mucoromycetes	Mucorales	NA	NA	NA
OTU664	OTU664	Fungi	NA	NA	NA	NA	NA	NA
OTU665	OTU665	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU666	OTU666	Fungi	Basidiomycota	Agaricomycetes	Boletales	NA	NA	NA
OTU667	OTU667	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU668	OTU668	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	NA	NA	NA
OTU669	OTU669	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU670	OTU670	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	NA	NA	NA
OTU671	OTU671	Fungi	Ascomycota	Dothideomycetes	Mytilinidales	NA	NA	NA
OTU672	OTU672	Fungi	NA	NA	NA	NA	NA	NA
OTU674	OTU674	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Udeniomyces	NA
OTU675	OTU675	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU676	OTU676	Fungi	Ascomycota	Pezizomycetes	Pezizales	NA	NA	NA
OTU677	OTU677	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU678	OTU678	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU679	OTU679	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Keissleriella	NA
OTU680	OTU680	Fungi	NA	NA	NA	NA	NA	NA
OTU681	OTU681	Fungi	NA	NA	NA	NA	NA	NA
OTU682	OTU682	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU683	OTU683	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU684	OTU684	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU685	OTU685	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU686	OTU686	Fungi	NA	NA	NA	NA	NA	NA
OTU687	OTU687	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	NA	NA	NA
OTU688	OTU688	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU689	OTU689	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU690	OTU690	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	NA
OTU691	OTU691	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU692	OTU692	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	NA	NA
OTU693	OTU693	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	Phoma herbarum
OTU694	OTU694	Fungi	Basidiomycota	Agaricomycetes	Russulales	NA	NA	NA
OTU695	OTU695	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU696	OTU696	Fungi	NA	NA	NA	NA	NA	NA
OTU697	OTU697	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU698	OTU698	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU699	OTU699	Fungi	Calcarisporiellomycota	Calcarisporiellomycetes	Calcarisporiellales	NA	NA	NA
OTU700	OTU700	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU701	OTU701	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
OTU702	OTU702	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU703	OTU703	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	NA	NA
OTU704	OTU704	Fungi	NA	NA	NA	NA	NA	NA
OTU705	OTU705	Fungi	Ascomycota	Eurotiomycetes	NA	NA	NA	NA
OTU706	OTU706	Fungi	Ascomycota	Eurotiomycetes	Onygenales	NA	NA	NA
OTU707	OTU707	Fungi	Basidiomycota	Agaricomycetes	Boletales	Coniophoraceae	Coniophora	NA
OTU708	OTU708	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Aplosporellaceae	Aplosporella	Aplosporella africana
OTU709	OTU709	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU710	OTU710	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia nicotiae
OTU711	OTU711	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	NA	NA	NA
OTU712	OTU712	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU713	OTU713	Fungi	Mucoromycota	Mucoromycetes	Mucorales	NA	NA	NA
OTU714	OTU714	Fungi	Ascomycota	Eurotiomycetes	NA	NA	NA	NA
OTU715	OTU715	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	NA
OTU716	OTU716	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU717	OTU717	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	NA	NA	NA
OTU718	OTU718	Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	NA	NA
OTU719	OTU719	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	NA
OTU720	OTU720	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
OTU721	OTU721	Fungi	NA	NA	NA	NA	NA	NA
OTU723	OTU723	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU724	OTU724	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	NA	NA	NA
OTU725	OTU725	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU726	OTU726	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe	Erysiphe cruciferarum
OTU727	OTU727	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU728	OTU728	Fungi	Ascomycota	Sordariomycetes	Xylariales	NA	NA	NA
OTU730	OTU730	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Piloderma	NA
OTU731	OTU731	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Subramaniula	NA
OTU732	OTU732	Fungi	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigales	NA	NA	NA
OTU733	OTU733	Fungi	Ascomycota	Sordariomycetes	Xylariales	NA	NA	NA
OTU734	OTU734	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae	Thelebolus	Thelebolus ellipsoideus
OTU735	OTU735	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU736	OTU736	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	NA
OTU737	OTU737	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA
OTU738	OTU738	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU739	OTU739	Fungi	NA	NA	NA	NA	NA	NA
OTU740	OTU740	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU741	OTU741	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycodaceae	Hanseniaspora	Hanseniaspora uvarum
OTU742	OTU742	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU743	OTU743	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	NA	NA	NA
OTU744	OTU744	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU745	OTU745	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU746	OTU746	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	NA	NA	NA
OTU747	OTU747	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU748	OTU748	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	Hyalodendriella	Hyalodendriella betulae
OTU749	OTU749	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU750	OTU750	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU751	OTU751	Fungi	Ascomycota	Eurotiomycetes	Onygenales	NA	NA	NA
OTU752	OTU752	Fungi	Ascomycota	Leotiomycetes	Rhytismatales	NA	NA	NA
OTU753	OTU753	Fungi	NA	NA	NA	NA	NA	NA
OTU754	OTU754	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	NA	NA	NA
OTU755	OTU755	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	NA
OTU756	OTU756	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	NA	NA
OTU757	OTU757	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	NA	NA	NA
OTU758	OTU758	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium succineum
OTU759	OTU759	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA
OTU760	OTU760	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA
OTU761	OTU761	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	NA	NA	NA
OTU762	OTU762	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU763	OTU763	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU764	OTU764	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	NA
OTU765	OTU765	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU766	OTU766	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU767	OTU767	Fungi	Basidiomycota	Agaricomycetes	Polyporales	NA	NA	NA
OTU768	OTU768	Fungi	Basidiomycota	Agaricomycetes	Polyporales	NA	NA	NA
OTU769	OTU769	Fungi	Glomeromycota	Glomeromycetes	Gigasporales	NA	NA	NA
OTU770	OTU770	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Benjaminiella	Benjaminiella poitrasii
OTU771	OTU771	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Physciaceae	Physcia	NA
OTU772	OTU772	Fungi	NA	NA	NA	NA	NA	NA
OTU773	OTU773	Fungi	NA	NA	NA	NA	NA	NA
OTU774	OTU774	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU775	OTU775	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU776	OTU776	Fungi	Ascomycota	Lecanoromycetes	Lecideales	Lecideaceae	Lecidea	Lecidea cancriformis
OTU777	OTU777	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	NA	NA
OTU778	OTU778	Fungi	Ascomycota	Dothideomycetes	Hysteriales	Hysteriaceae	Rhytidhysteron	Rhytidhysteron thailandicum
OTU779	OTU779	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora	Pyrenophora seminiperda
OTU780	OTU780	Fungi	NA	NA	NA	NA	NA	NA
OTU781	OTU781	Fungi	NA	NA	NA	NA	NA	NA
OTU782	OTU782	Fungi	Olpidiomycota	NA	NA	NA	NA	NA
OTU783	OTU783	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU784	OTU784	Fungi	NA	NA	NA	NA	NA	NA
OTU785	OTU785	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU786	OTU786	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia affinis
OTU787	OTU787	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	NA	NA
OTU788	OTU788	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	NA
OTU789	OTU789	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU790	OTU790	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	NA
OTU791	OTU791	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	NA	NA
OTU792	OTU792	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU794	OTU794	Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	NA	NA
OTU795	OTU795	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU796	OTU796	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU797	OTU797	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU798	OTU798	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Allophoma	Allophoma labilis
OTU799	OTU799	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	NA	NA	NA
OTU800	OTU800	Fungi	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigales	NA	NA	NA
OTU801	OTU801	Fungi	Ascomycota	Leotiomycetes	Thelebolales	NA	NA	NA
OTU802	OTU802	Fungi	Ascomycota	Pezizomycetes	NA	NA	NA	NA
OTU803	OTU803	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	NA	NA	NA
OTU804	OTU804	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum gloeosporioides
OTU805	OTU805	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU806	OTU806	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU807	OTU807	Fungi	NA	NA	NA	NA	NA	NA
OTU808	OTU808	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU809	OTU809	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU810	OTU810	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU811	OTU811	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA
OTU812	OTU812	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU813	OTU813	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Neocamarosporium	NA
OTU814	OTU814	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU815	OTU815	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	NA
OTU816	OTU816	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU817	OTU817	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Coniothyriaceae	Camarosporium	NA
OTU818	OTU818	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Pseudopithomyces	Pseudopithomyces chartarum
OTU819	OTU819	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU820	OTU820	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	NA
OTU821	OTU821	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU822	OTU822	Fungi	Ascomycota	Pezizomycetes	Pezizales	NA	NA	NA
OTU823	OTU823	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
OTU824	OTU824	Fungi	Ascomycota	Dothideomycetes	Dothideales	NA	NA	NA
OTU825	OTU825	Fungi	Ascomycota	Pezizomycetes	Pezizales	NA	NA	NA
OTU826	OTU826	Fungi	Ascomycota	Dothideomycetes	Venturiales	NA	NA	NA
OTU827	OTU827	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU828	OTU828	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	Saitozyma podzolica
OTU829	OTU829	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU830	OTU830	Fungi	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiaceae	Erythrobasidium	NA
OTU831	OTU831	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	NA	NA	NA
OTU832	OTU832	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU833	OTU833	Fungi	Ascomycota	Pezizomycetes	Pezizales	NA	NA	NA
OTU834	OTU834	Fungi	NA	NA	NA	NA	NA	NA
OTU835	OTU835	Fungi	NA	NA	NA	NA	NA	NA
OTU836	OTU836	Fungi	NA	NA	NA	NA	NA	NA
OTU838	OTU838	Fungi	NA	NA	NA	NA	NA	NA
OTU839	OTU839	Fungi	Basidiomycota	Cystobasidiomycetes	Cyphobasidiales	NA	NA	NA
OTU840	OTU840	Fungi	NA	NA	NA	NA	NA	NA
OTU841	OTU841	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU842	OTU842	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	NA	NA	NA
OTU843	OTU843	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	NA	NA	NA
OTU844	OTU844	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU845	OTU845	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU846	OTU846	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mycotyphaceae	Mycotypha	Mycotypha microspora
OTU847	OTU847	Fungi	NA	NA	NA	NA	NA	NA
OTU848	OTU848	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU849	OTU849	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	Pseudeurotium desertorum
OTU850	OTU850	Fungi	Mucoromycota	Mucoromycetes	Mucorales	NA	NA	NA
OTU851	OTU851	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Setophoma	NA
OTU852	OTU852	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU853	OTU853	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU854	OTU854	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU855	OTU855	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU856	OTU856	Fungi	Ascomycota	Pezizomycetes	Pezizales	NA	NA	NA
OTU857	OTU857	Fungi	Ascomycota	Sordariomycetes	Xylariales	Bartaliniaceae	Truncatella	Truncatella helichrysi
OTU858	OTU858	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU859	OTU859	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	NA	NA	NA
OTU860	OTU860	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU861	OTU861	Fungi	NA	NA	NA	NA	NA	NA
OTU862	OTU862	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	NA
OTU863	OTU863	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Hirsutella	Hirsutella strigosa
OTU864	OTU864	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU865	OTU865	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium chlamydosporum
OTU866	OTU866	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU867	OTU867	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU868	OTU868	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU869	OTU869	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces cecidicola
OTU870	OTU870	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU871	OTU871	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	NA	NA	NA
OTU872	OTU872	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Thanatephorus	Thanatephorus cucumeris
OTU873	OTU873	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU874	OTU874	Fungi	Ascomycota	Pezizomycetes	Pezizales	NA	NA	NA
OTU875	OTU875	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU876	OTU876	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormia	Sporormia subticinensis
OTU877	OTU877	Fungi	Mucoromycota	Mucoromycetes	Mucorales	NA	NA	NA
OTU878	OTU878	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	NA
OTU879	OTU879	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU880	OTU880	Fungi	NA	NA	NA	NA	NA	NA
OTU881	OTU881	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU882	OTU882	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU883	OTU883	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU884	OTU884	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU885	OTU885	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	NA
OTU886	OTU886	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU887	OTU887	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU888	OTU888	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA
OTU889	OTU889	Fungi	Ascomycota	Pezizomycetes	Pezizales	NA	NA	NA
OTU890	OTU890	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Coniolariella	Coniolariella ershadii
OTU891	OTU891	Fungi	Basidiomycota	Agaricomycetes	Polyporales	NA	NA	NA
OTU892	OTU892	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor mucedo
OTU893	OTU893	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU894	OTU894	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU895	OTU895	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU896	OTU896	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU897	OTU897	Fungi	Mucoromycota	Mucoromycetes	Mucorales	NA	NA	NA
OTU899	OTU899	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU900	OTU900	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU901	OTU901	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidium	NA
OTU902	OTU902	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU903	OTU903	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
